DIJ,FFR,MID1,MID2,MID3,MID4,MOR.SN,corMean,Gene,Gene1,Gene2
0.857142857142857,0.866666666666667,0.80952380952381,0.923632610939113,0.842857142857143,0.630075187969925,0.767857142857143,0.813965059708094,ATP6V1H:ATP6V1B2,ATP6V1B2,ATP6V1H
0.785714285714286,0.716666666666667,0.80952380952381,0.917440660474716,0.610714285714286,0.923308270676692,0.517857142857143,0.754460731661086,COPS5:BTBD3,BTBD3,COPS5
1,0.816666666666667,0.952380952380953,0.919504643962848,0.775,0.694736842105263,0.803571428571428,0.851694361955308,COPS5:IARS2,IARS2,COPS5
0.952380952380953,0.85,0.857142857142857,0.933952528379773,0.803571428571428,0.64812030075188,0.904379270868303,0.849935334013599,DDX1:STRAP,STRAP,DDX1
0.928571428571429,0.85,0.952380952380953,0.919504643962848,0.739285714285714,0.76390977443609,0.760714285714286,0.844909542764474,MRPL15:ATP6V1B2,ATP6V1B2,MRPL15
0.904761904761905,0.933333333333333,0.428571428571429,0.766769865841073,0.875,0.470853737698244,0.514285714285714,0.699082283498814,MRPL15:NDUFA5,NDUFA5,MRPL15
0.952380952380953,0.783333333333333,0.952380952380953,0.731682146542828,0.785714285714286,0.621052631578947,0.875,0.814506328847329,MRPL15:REEP5,REEP5,MRPL15
0.80952380952381,0.7,0.785714285714286,0.737874097007224,0.917857142857143,0.404511278195489,0.421428571428571,0.682415597818075,NDUFA8:CYCS,CYCS,NDUFA8
0.80952380952381,0.866666666666667,0.857142857142857,0.706914344685243,0.571428571428571,0.332330827067669,0.514285714285714,0.66547039868579,PRDM4:ATP6V1B2,ATP6V1B2,PRDM4
0.738095238095238,0.8,0.785714285714286,0.684210526315789,0.696428571428571,0.433082706766917,0.453571428571428,0.655871822413176,PRDM4:SUCLA2,SUCLA2,PRDM4
0.928571428571429,0.733333333333333,0.904761904761905,0.735810113519092,0.55,0.53984962406015,0.435714285714286,0.689720098565742,PRDM4:TERF2IP,TERF2IP,PRDM4
0.976190476190476,0.6,0.952380952380953,0.830753353973168,0.764285714285714,0.526315789473684,0.803571428571428,0.77907110212506,PSMD6:IARS2,IARS2,PSMD6
0.80952380952381,0.866666666666667,0.857142857142857,0.514963880288958,0.817857142857143,0.63609022556391,0.675,0.739606368863335,RAB1A:ATP6V1B2,ATP6V1B2,RAB1A
0.976190476190476,0.816666666666667,0.833333333333333,0.713106295149639,0.807142857142857,0.606015037593985,0.864285714285714,0.802391482908953,SNAP91:STRAP,STRAP,SNAP91
0.761904761904762,0.85,0.857142857142857,0.940144478844169,0.760714285714286,0.374436090225564,0.857142857142857,0.771640761567785,TRIM37:ATP6V1B2,ATP6V1B2,TRIM37
0.80952380952381,0.833333333333333,0.880952380952381,0.609907120743034,0.907142857142857,0.389473684210526,0.871428571428571,0.757394536762073,TRIM37:STRAP,STRAP,TRIM37
0.904761904761905,0.933333333333333,0.904761904761905,0.863777089783282,0.7,0.609022556390977,0.578571428571428,0.784889745371833,UBE2V2:ATP6V1B2,ATP6V1B2,UBE2V2
0.761904761904762,0.883333333333333,0.452380952380952,0.857585139318885,0.914285714285714,0.654381392647719,0.653571428571428,0.739634674634685,UQCRC2:NDUFA5,NDUFA5,UQCRC2
-0.761904761904762,-0.633333333333333,-0.904761904761905,-0.667698658410733,-0.828571428571429,-0.562406015037594,-0.564285714285714,-0.70328025947221,COPS5:XRCC2,XRCC2,COPS5
