DIJ,FFR,MID1,MID2,MID3,MID4,MOR.SN,corMean,Gene,Gene1,Gene2
0.914285714285714,0.502941176470588,0.721212121212121,0.890909090909091,0.679120879120879,0.635714285714286,0.607088511850887,0.707324539937652,ATP6V1E1:PPIA,PPIA,ATP6V1E1
0.620196851761465,0.532352941176471,0.733333333333333,0.727272727272727,0.534065934065934,0.553571428571428,0.65275061338695,0.621934832795473,ATP6V1E1:PPP2CA,PPP2CA,ATP6V1E1
0.721428571428571,0.6,0.612121212121212,0.545454545454545,0.762637362637363,0.628571428571428,0.72580997584465,0.656574728008253,ATP6V1E1:SUCLA2,SUCLA2,ATP6V1E1
0.95,0.708823529411765,0.866666666666667,0.8,0.81978021978022,0.575,0.882608695652174,0.800411301644404,ENO2:UCHL1,UCHL1,ENO2
0.639285714285714,0.758823529411765,0.854545454545454,0.772727272727273,0.903296703296703,0.789285714285714,0.784347826086956,0.786044602091368,MDH1:UBE2E3,UBE2E3,MDH1
0.723860878857041,0.829411764705882,0.660606060606061,0.681818181818182,0.551648351648352,0.657142857142857,0.643478260869565,0.678280907949706,NDUFA8:IARS2,IARS2,NDUFA8
0.664285714285714,0.682352941176471,0.515151515151515,0.845454545454546,0.78021978021978,0.635714285714286,0.596521739130435,0.674242931590393,NDUFS3:C1QBP,C1QBP,NDUFS3
0.803571428571428,0.655882352941176,0.709090909090909,0.833715147068116,0.802197802197802,0.635714285714286,0.575652173913043,0.716546299928109,PARK7:COPS5,COPS5,PARK7
0.714285714285714,0.7,0.806060606060606,0.8,0.96043956043956,0.685714285714286,0.589565217391304,0.750866483413067,PARK7:UQCRFS1,UQCRFS1,PARK7
0.760714285714286,0.805003897111943,0.587878787878788,0.836363636363636,0.868131868131868,0.75,0.772173913043478,0.768609484034857,PIK3CB:NPTN,NPTN,PIK3CB
0.635714285714286,0.563649895052787,0.709090909090909,0.836363636363636,0.556043956043956,0.867857142857143,0.733913043478261,0.700376124085854,PIK3CB:REEP5,REEP5,PIK3CB
0.796428571428571,0.796173872646365,0.6,0.754545454545455,0.775824175824176,0.578571428571428,0.757391304347826,0.722704972480546,PIK3CB:SUCLA2,SUCLA2,PIK3CB
0.657142857142857,0.605882352941176,0.927272727272727,0.618181818181818,0.749450549450549,0.867857142857143,0.515652173913043,0.705919945965616,PPP2R1A:EEF1A2,EEF1A2,PPP2R1A
0.903571428571428,0.753495421062733,0.551515151515151,0.745454545454545,0.635164835164835,0.546428571428571,0.684347826086956,0.68856825418346,SDHA:UQCRC1,UQCRC1,SDHA
0.921428571428571,0.811764705882353,0.587878787878788,0.772727272727273,0.876923076923077,0.603571428571428,0.929565217391304,0.786265580114685,SNAP91:PSMD12,PSMD12,SNAP91
0.817857142857143,0.8,0.624242424242424,0.681818181818182,0.727472527472527,0.55,0.802608695652174,0.714856996006064,TRIM37:PSMD12,PSMD12,TRIM37
0.910714285714286,0.802941176470588,0.866666666666667,0.690909090909091,0.824175824175824,0.621428571428571,0.773043478260869,0.784268441946557,TRIM37:SUCLA2,SUCLA2,TRIM37
0.782142857142857,0.882352941176471,0.854545454545454,0.7,0.806593406593407,0.627346095009436,0.813220284499398,0.780885862709575,UBE2V2:BCAS2,BCAS2,UBE2V2
0.520107446289874,0.523529411764706,0.636363636363636,0.6,0.6,0.803571428571428,0.607826086956522,0.613056858563738,UQCRC2:HLTF,HLTF,UQCRC2
0.835714285714286,0.867647058823529,0.6,0.727272727272727,0.753846153846154,0.882142857142857,0.599130434782609,0.752250502511737,UQCRC2:TMEM30A,TMEM30A,UQCRC2
-0.571428571428571,-0.617647058823529,-0.684848484848485,-0.718181818181818,-0.692307692307692,-0.778571428571428,-0.562608695652174,-0.660799107116242,FOSL1:CYCS,CYCS,FOSL1
