DIJ,FFR,LEW,MID1,MID2,MID3,MID4,MOR.SN,corMean,Gene,Gene1,Gene2
0.771428571428571,0.684326896082365,0.683516483516484,0.321212121212121,0.518181818181818,0.336263736263736,0.342857142857143,0.589565217391304,0.530918998366693,A2M:LMO2,LMO2,A2M
0.310714285714286,0.726470588235294,0.832967032967033,0.83030303030303,0.854545454545455,0.837362637362637,0.925,0.640869565217391,0.744779074293141,ADSS:ENOPH1,ENOPH1,ADSS
0.392857142857143,0.573529411764706,0.81978021978022,0.6,0.9,0.573626373626374,0.592857142857143,0.665217391304348,0.639733460273742,ANXA7:ENOPH1,ENOPH1,ANXA7
0.353571428571428,0.632352941176471,0.274725274725275,0.284848484848485,0.609090909090909,0.727472527472527,0.678571428571428,0.523478260869565,0.510513906915761,ARL1:TMEM14B,TMEM14B,ARL1
0.521428571428571,0.561764705882353,0.841758241758242,0.672727272727273,0.681818181818182,0.762637362637363,0.334227121842634,0.656521739130435,0.629110399653132,ATP6V1G2:RTN4,RTN4,ATP6V1G2
0.248436202866985,0.45132939728326,0.595604395604396,0.890909090909091,0.881818181818182,0.582417582417582,0.471428571428571,0.387475547320301,0.563677371206046,ATXN2L:CRYAA,CRYAA,ATXN2L
0.784516366572054,0.460972017673049,0.362637362637363,0.490909090909091,0.418181818181818,0.52967032967033,0.485714285714286,0.62,0.519075158919749,CASP2:AGPAT2,AGPAT2,CASP2
0.375,0.229411764705882,0.261538461538461,0.660606060606061,0.427272727272727,0.608791208791209,0.835714285714286,0.209175912750915,0.450938802672443,CCT6A:AP1G1,AP1G1,CCT6A
0.514285714285714,0.307579185550998,0.516483516483516,0.515151515151515,0.318181818181818,0.6,0.821428571428571,0.523478260869565,0.514573572743962,CDA:DYRK1B,DYRK1B,CDA
0.421428571428571,0.638235294117647,0.608791208791209,0.406060606060606,0.654545454545455,0.441758241758242,0.492857142857143,0.54,0.525459564944859,CERK:BPGM,BPGM,CERK
0.714285714285714,0.444117647058824,0.213186813186813,0.357575757575757,0.454545454545455,0.802197802197802,0.871428571428571,0.290434782608696,0.518471567860954,CERK:LZTFL1,LZTFL1,CERK
0.810714285714286,0.388235294117647,0.265934065934066,0.333333333333333,0.518181818181818,0.70989010989011,0.692857142857143,0.4,0.51489325625355,CERK:RTCA,RTCA,CERK
0.532142857142857,0.305882352941176,0.723076923076923,0.636363636363636,0.863636363636364,0.67032967032967,0.742857142857143,0.540869565217391,0.626894813945645,CERK:TBK1,TBK1,CERK
0.453571428571428,0.464705882352941,0.665934065934066,0.442424242424242,0.509090909090909,0.305494505494505,0.528571428571428,0.655652173913043,0.50318057954407,CPOX:NUP133,NUP133,CPOX
0.289285714285714,0.805882352941176,0.450549450549451,0.442424242424242,0.854545454545455,0.428571428571429,0.453571428571428,0.340869565217391,0.508212454638286,CSDE1:PCNA,PCNA,CSDE1
0.517857142857143,0.585294117647059,0.538461538461538,0.272727272727273,0.481818181818182,0.389010989010989,0.803571428571428,0.273913043478261,0.482831714321484,DCUN1D1:NRBF2,NRBF2,DCUN1D1
0.639285714285714,0.573529411764706,0.626373626373626,0.393939393939394,0.772727272727273,0.793406593406593,0.835714285714286,0.206086956521739,0.605132906841666,DDX1:ADSL,ADSL,DDX1
0.766756338344866,0.635761761521681,0.314285714285714,0.842424242424242,0.627272727272727,0.824175824175824,0.793566000524756,0.261739130434783,0.633247717373074,DNAJA3:UBE4A,UBE4A,DNAJA3
0.235714285714286,0.594117647058824,0.265934065934066,0.224242424242424,0.490909090909091,0.740659340659341,0.5,0.362608695652174,0.426773193771276,DNAJC12:RAB33A,RAB33A,DNAJC12
0.503571428571428,0.308823529411765,0.789010989010989,0.527272727272727,0.6,0.424175824175824,0.243074270431006,0.496521739130435,0.486556313500522,DOK5:KARS,KARS,DOK5
0.253571428571429,0.267647058823529,0.586813186813187,0.575757575757576,0.681818181818182,0.507692307692308,0.207142857142857,0.373043478260869,0.431685759359992,DOK5:RBM23,RBM23,DOK5
0.3,0.655882352941176,0.96043956043956,0.587878787878788,0.881818181818182,0.723076923076923,0.8,0.701739130434783,0.701354367073676,DPM1:ENOPH1,ENOPH1,DPM1
0.478571428571428,0.379411764705882,0.27032967032967,0.83030303030303,0.645454545454545,0.802197802197802,0.714285714285714,0.24695652173913,0.5459388096984,ETV6:UBTD1,UBTD1,ETV6
0.567857142857143,0.417647058823529,0.23956043956044,0.842424242424242,0.345454545454545,0.221978021978022,0.710714285714286,0.613913043478261,0.494943597536309,FXR2:ECSIT,ECSIT,FXR2
0.478571428571428,0.35,0.248351648351648,0.454545454545455,0.263636363636364,0.516483516483516,0.339285714285714,0.412173913043478,0.3828810048647,GABARAPL2:ABCD3,ABCD3,GABARAPL2
0.478571428571428,0.611764705882353,0.6,0.927272727272727,0.263636363636364,0.854945054945055,0.620196851761465,0.488695652173913,0.605635348030413,GABARAPL2:RBBP7,RBBP7,GABARAPL2
0.532142857142857,0.614705882352941,0.472527472527473,0.248484848484848,0.509090909090909,0.784615384615385,0.507142857142857,0.405217391304348,0.509240950332702,HIST2H2BE:HSPD1,HSPD1,HIST2H2BE
