DIJ,FFR,MID1,MID2,MID3,MID4,MOR.SN,corMean,Gene,Gene1,Gene2
0.652368446377333,0.513613089747839,0.890909090909091,0.445454545454545,0.564835164835165,0.532618621973823,0.536638412338105,0.590919624519414,ADRA2C:DYRK1B,DYRK1B,ADRA2C
0.729222811293019,0.547058823529412,0.903030303030303,0.581818181818182,0.516483516483516,0.554066351717735,0.417482071186857,0.607023151294146,ADRA2C:EPN1,EPN1,ADRA2C
0.725,0.703458615757786,0.672727272727273,0.427272727272727,0.432967032967033,0.425,0.473913043478261,0.551476956029011,ATP6V0A1:TOLLIP,TOLLIP,ATP6V0A1
0.914285714285714,0.502941176470588,0.721212121212121,0.890909090909091,0.679120879120879,0.635714285714286,0.607088511850887,0.707324539937652,ATP6V1E1:PPIA,PPIA,ATP6V1E1
0.620196851761465,0.532352941176471,0.733333333333333,0.727272727272727,0.534065934065934,0.553571428571428,0.65275061338695,0.621934832795473,ATP6V1E1:PPP2CA,PPP2CA,ATP6V1E1
0.721428571428571,0.6,0.612121212121212,0.545454545454545,0.762637362637363,0.628571428571428,0.72580997584465,0.656574728008253,ATP6V1E1:SUCLA2,SUCLA2,ATP6V1E1
0.442857142857143,0.788235294117647,0.515151515151515,0.590909090909091,0.595604395604396,0.489285714285714,0.547510341275263,0.56707907060011,ATP6V1E1:UBE2E3,UBE2E3,ATP6V1E1
0.445040392186181,0.741176470588235,0.684848484848485,0.554545454545455,0.705494505494506,0.867857142857143,0.488695652173913,0.64109401467056,ATP6V1H:HLTF,HLTF,ATP6V1H
0.621428571428571,0.558823529411765,0.490909090909091,0.836363636363636,0.687912087912088,0.742857142857143,0.592173913043478,0.64720971027511,BCAM:MYOG,MYOG,BCAM
0.842857142857143,0.652941176470588,0.733333333333333,0.7,0.586813186813187,0.467857142857143,0.415652173913043,0.628493450892062,CRMP1:ANXA6,ANXA6,CRMP1
0.907142857142857,0.782352941176471,0.43030303030303,0.772727272727273,0.551648351648352,0.464285714285714,0.415652173913043,0.617730334456677,CRMP1:SYN1,SYN1,CRMP1
0.946428571428571,0.411764705882353,0.83030303030303,0.545454545454545,0.731868131868132,0.532142857142857,0.711304347826087,0.672752312843654,CRMP1:TUBB3,TUBB3,CRMP1
0.567857142857143,0.432352941176471,0.624242424242424,0.627272727272727,0.70989010989011,0.653571428571428,0.410434782608696,0.575088793802714,CTH:UBXN8,UBXN8,CTH
0.842857142857143,0.779411764705882,0.745454545454545,0.445454545454545,0.63956043956044,0.403571428571428,0.618260869565217,0.639224390881314,DNM1:ANXA6,ANXA6,DNM1
0.896428571428571,0.551876529098681,0.490909090909091,0.772727272727273,0.674725274725275,0.789285714285714,0.557391304347826,0.676191965360347,E2F1:TULP2,TULP2,E2F1
0.782142857142857,0.476470588235294,0.636363636363636,0.536363636363636,0.723076923076923,0.635714285714286,0.425217391304348,0.602192759742997,ECT2:RASA1,RASA1,ECT2
0.95,0.708823529411765,0.866666666666667,0.8,0.81978021978022,0.575,0.882608695652174,0.800411301644404,ENO2:UCHL1,UCHL1,ENO2
0.585714285714286,0.847058823529412,0.490909090909091,0.818181818181818,0.661538461538462,0.596428571428571,0.563478260869565,0.651901330310172,GABARAPL2:SUCLA2,SUCLA2,GABARAPL2
0.742857142857143,0.494481370072419,0.672727272727273,0.581818181818182,0.912087912087912,0.617857142857143,0.444347826086956,0.638025264072433,HIGD1A:SLC25A46,SLC25A46,HIGD1A
0.639285714285714,0.758823529411765,0.854545454545454,0.772727272727273,0.903296703296703,0.789285714285714,0.784347826086956,0.786044602091368,MDH1:UBE2E3,UBE2E3,MDH1
0.567857142857143,0.513613089747839,0.76969696969697,0.8,0.665934065934066,0.492857142857143,0.679278119993615,0.641319504440968,MED4:RASA1,RASA1,MED4
