"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"13218","4.16751269","8.4602E-4","0.23995128","0.33333333","7","6","false","PGF","5.0","7","0","3","0.64805415","false","0","PGF","29672","0.38888889"
"13219","5.16708968","0.0","0.19353254","0.0","2","7","false","NRP2","3.0","2","0","1","0.53699004","false","0","NRP2","0","0.0"
"13221","3.99788494","0.0","0.25013226","0.0","4","6","false","IGF1","82.0","4","0","1","0.66690167","false","0","IGF1","0","0.0"
"13222","2.99830795","0.05037383","0.33352144","0.0","96","5","false","IGF1R","4.37804878","96","0","11","0.77796578","false","0","IGF1R","3939666","0.02937434"
"13224","3.4822335","0.02687028","0.28717201","0.0070922","57","6","false","TCF3","3.70833333","57","0","8","0.72419628","false","0","TCF3","564872","0.02585565"
"13225","4.48181049","0.0","0.22312412","0.0","2","7","false","RUNX1T1","48.0","2","0","1","0.61313217","false","0","RUNX1T1","0","0.0"
"13227","3.9894247","0.0","0.25066271","0.0","3","7","false","MLF1","62.0","3","0","1","0.6678417","false","0","MLF1","0","0.0"
"13228","2.98984772","0.03189821","0.3344652","0.00528821","67","6","false","COPS3","6.19354839","67","0","4","0.77890581","false","0","COPS3","2445120","0.04229108"
"13231","3.70812183","0.00218083","0.2696783","0.0","5","6","false","PPP2CA","65.0","5","0","1","0.69909757","false","0","PPP2CA","255474","0.2601626"
"13232","3.80118443","0.01480478","0.2630759","0.0","37","7","false","PPP2R1B","2.42857143","37","0","2","0.68875729","false","0","PPP2R1B","2526168","0.04329004"
"13234","4.00634518","0.00674814","0.24960405","0.0","3","6","false","EPHA2","44.0","3","0","1","0.66596165","false","0","EPHA2","281760","0.5"
"13235","5.0","0.00591465","0.2","0.0","11","7","false","EFNA4","1.125","11","0","3","0.55555556","false","0","EFNA4","246596","0.125"
"13237","3.77580372","0.00105453","0.26484428","0.0","2","6","false","PXN","105.0","2","0","0","0.69157736","false","0","PXN","88294","0.5"
"13238","3.65905245","0.01707597","0.2732948","0.0","41","7","false","HNRNPM","3.33333333","41","0","2","0.70454973","false","0","HNRNPM","2827096","0.03196347"
"13240","2.97631134","0.03296774","0.33598636","0.00181488","61","5","false","PEX14","5.36206897","61","0","3","0.78040985","false","0","PEX14","815960","0.02140596"
"13241","3.97588832","0.0","0.25151612","0.0","2","6","false","PEX5","58.0","2","0","1","0.66934574","false","0","PEX5","0","0.0"
"13243","5.99957699","0.0","0.16667842","0.0","1","8","false","EPHA6","8.0","1","0","0","0.44449145","false","0","EPHA6","0","0.0"
"13245","3.89467005","9.305E-5","0.25676116","0.0","3","6","false","VCL","36.33333333","3","0","0","0.67836999","false","0","VCL","10806","0.39259259"
"13246","3.10152284","0.00556924","0.32242226","0.0","27","6","false","RBM3","10.88461538","27","0","1","0.76649746","false","0","RBM3","721748","0.09152422"
"13248","3.10786802","0.0180478","0.32176399","0.01269841","40","6","false","SCFD1","7.13888889","40","0","3","0.76579244","false","0","SCFD1","1152198","0.04531127"
"13250","4.04187817","0.0","0.24740973","0.0","1","7","false","BCL2L1","57.0","1","0","0","0.66201354","false","0","BCL2L1","0","0.0"
"13251","3.04230118","0.03491045","0.32869855","6.2657E-4","65","6","false","RTN4","4.70175439","65","0","6","0.77307765","false","0","RTN4","1215452","0.0247473"
"13253","3.1463621","0.0137909","0.31782737","0.0","35","6","false","EXOSC9","8.55555556","35","0","7","0.76151532","false","0","EXOSC9","911360","0.07335491"
"13254","4.14593909","0.0","0.24119988","0.0","3","7","false","EXOSC4","27.0","3","0","1","0.65045121","false","0","EXOSC4","0","0.0"
"13256","4.19162437","0.0","0.238571","0.0","3","7","false","SH2D1A","5.0","3","0","1","0.64537507","false","0","SH2D1A","0","0.0"
"13257","3.19204738","0.00193263","0.31327856","0.0","8","6","false","CD84","26.2","8","0","2","0.75643918","false","0","CD84","82120","0.24950495"
"13259","4.14593909","0.0","0.24119988","0.0","2","7","false","EXOSC1","27.0","2","0","1","0.65045121","false","0","EXOSC1","0","0.0"
"13261","3.68443316","8.5004E-4","0.27141217","0.0","7","6","false","SHC1","60.4","7","0","1","0.70172965","false","0","SHC1","115550","0.23665339"
"13263","3.81049069","2.2171E-4","0.26243339","0.0","2","6","false","PRKCD","91.5","2","0","0","0.68772326","false","0","PRKCD","31682","0.51420455"
"13265","2.96235195","0.02269772","0.33756961","0.01295097","50","5","false","CIRBP","10.10638298","50","0","3","0.78196089","false","0","CIRBP","1328618","0.03911009"
"13267","3.6180203","0.00227701","0.27639425","0.0","9","6","false","HSPA8","71.66666667","9","0","3","0.70910886","false","0","HSPA8","331094","0.19047619"
"13268","3.00930626","0.03284222","0.3323025","5.4645E-4","66","5","false","DNAJB1","5.70491803","66","0","5","0.77674375","false","0","DNAJB1","2441514","0.03644388"
"13270","3.63324873","8.2541E-4","0.27523577","0.0","5","6","false","LAMP2","74.25","5","0","1","0.70741681","false","0","LAMP2","71352","0.26733577"
"13271","3.36125212","0.00961719","0.29750818","0.02380952","21","6","false","SNCA","14.47619048","21","0","0","0.73763865","false","0","SNCA","384346","0.0543682"
"13273","4.10744501","0.0","0.24346035","0.0","1","7","false","XRN2","36.0","1","0","0","0.65472833","false","0","XRN2","0","0.0"
"13275","4.41539763","0.0","0.22648017","0.0","2","7","false","CTSG","50.0","2","0","1","0.62051137","false","0","CTSG","0","0.0"
"13276","3.41582064","0.02439335","0.29275542","0.0122449","54","6","false","CASP7","3.16","54","0","4","0.73157548","false","0","CASP7","687304","0.031"
"13278","4.14593909","0.0","0.24119988","0.0","2","7","false","DDX39B","27.0","2","0","1","0.65045121","false","0","DDX39B","0","0.0"
"13280","4.1214044","0.0","0.24263574","0.0","1","7","false","NOTCH1","29.0","1","0","0","0.65317729","false","0","NOTCH1","0","0.0"
"13281","3.12182741","0.01479512","0.3203252","0.0","31","6","false","HLTF","7.31034483","31","0","2","0.7642414","false","0","HLTF","967686","0.05953155"
"13283","4.04187817","0.0","0.24740973","0.0","1","7","false","CLN8","57.0","1","0","0","0.66201354","false","0","CLN8","0","0.0"
"13285","4.0143824","2.571E-5","0.24910432","0.0","2","6","false","GORASP1","26.5","2","0","0","0.66506862","false","0","GORASP1","782","0.5"
"13286","3.18274112","8.3141E-4","0.31419458","0.0","3","5","false","TMED3","35.33333333","3","0","0","0.75747321","false","0","TMED3","31426","0.33660131"
"13288","2.19585448","0.43236717","0.45540358","0.0036886","102","5","false","UBC","31.25490196","102","0","0","0.86712728","false","0","UBC","19772672","0.01566414"
"13290","3.43993232","0.01620723","0.29070339","0.0","47","7","false","RAD52","3.55263158","47","0","8","0.72889641","false","0","RAD52","2729334","0.0500516"
"13291","3.73604061","7.482E-4","0.26766304","0.0","3","6","false","RPS10","91.66666667","3","0","0","0.69599549","false","0","RPS10","110764","0.35278859"
"13293","2.82402707","0.11213162","0.35410425","0.00116959","176","5","false","TUBG1","3.7251462","176","0","5","0.79733033","false","0","TUBG1","6265662","0.01225528"
"13295","3.92428088","1.2215E-4","0.25482376","0.0","2","6","false","SUV39H1","65.5","2","0","0","0.6750799","false","0","SUV39H1","10520","0.52868852"
"13296","3.00676819","0.03328303","0.33258301","0.0054902","59","5","false","TAL1","5.1372549","59","0","6","0.77702576","false","0","TAL1","1210400","0.0275264"
"13298","3.99492386","5.688E-5","0.25031766","0.0","2","7","false","RAE1","45.0","2","0","0","0.66723068","false","0","RAE1","6694","0.51764706"
"13299","3.11463621","0.01313885","0.32106478","0.00336134","35","6","false","ZC3HAV1","10.08571429","35","0","0","0.76504042","false","0","ZC3HAV1","1202970","0.06239067"
"13301","3.06852792","0.02360247","0.32588916","0.0","50","6","false","TRIM5","4.44444444","50","0","5","0.77016356","false","0","TRIM5","967402","0.03219107"
"13302","3.93147208","1.0795E-4","0.25435765","0.0","2","6","false","USP21","49.0","2","0","0","0.67428088","false","0","USP21","9534","0.51612903"
"13305","4.06810491","0.0","0.2458147","0.0","2","7","false","TRIM34","45.0","2","0","1","0.65909945","false","0","TRIM34","0","0.0"
"13307","4.12309645","0.0","0.24253616","0.0","1","7","false","MRPL10","34.0","1","0","0","0.65298928","false","0","MRPL10","0","0.0"
"13308","3.12351946","0.01924631","0.32015168","0.01247772","36","6","false","MRPL15","6.52941176","36","0","2","0.76405339","false","0","MRPL15","838036","0.04238754"
"13310","3.8819797","2.946E-5","0.25760052","0.0","2","6","false","EPS15","57.5","2","0","0","0.67978003","false","0","EPS15","3508","0.51363636"
"13311","3.18866328","0.00235109","0.31361104","0.0","10","6","false","PCCB","15.55555556","10","0","1","0.75681519","false","0","PCCB","117680","0.14411441"
"13313","3.91878173","4.4457E-4","0.25518135","0.0","3","6","false","ATP6V1C1","36.66666667","3","0","0","0.67569092","false","0","ATP6V1C1","19324","0.34294872"
"13314","3.10617597","0.03501741","0.32193926","0.0","53","6","false","ATP6V1E1","4.29787234","53","0","5","0.76598045","false","0","ATP6V1E1","1839416","0.03082124"
"13316","3.97292724","9.7408E-4","0.25170358","0.0","3","7","false","SURF4","37.33333333","3","0","0","0.66967475","false","0","SURF4","107040","0.3427673"
"13317","3.10913706","0.02406141","0.32163265","0.0","53","6","false","HP1BP3","7.23076923","53","0","1","0.76565144","false","0","HP1BP3","2715078","0.05664336"
"13319","3.11463621","0.0182664","0.32106478","0.01333333","25","6","false","CUL3","47.72","25","0","0","0.76504042","false","0","CUL3","1968708","0.05875"
"13320","3.05879865","0.02222496","0.32692574","0.0020202","45","6","false","PPP2R2B","5.95555556","45","0","0","0.77124459","false","0","PPP2R2B","981460","0.03416478"
"13322","3.79568528","4.5382E-4","0.26345704","0.0","2","6","false","HADHB","99.5","2","0","0","0.6893683","false","0","HADHB","72836","0.50512821"
"13324","3.72208122","8.2281E-4","0.26866689","0.0","5","6","false","MLH1","73.25","5","0","1","0.69754653","false","0","MLH1","48934","0.26858736"
"13326","4.05837563","0.0","0.246404","0.0","1","7","false","CDCA4","45.0","1","0","0","0.66018049","false","0","CDCA4","0","0.0"
"13328","3.70473773","3.4392E-4","0.26992464","0.0","3","6","false","CCT5","91.33333333","3","0","0","0.69947359","false","0","CCT5","32348","0.36133333"
"13330","3.62774958","8.5542E-4","0.27565299","0.0","5","6","false","CCT3","88.25","5","0","1","0.70802782","false","0","CCT3","66756","0.27437107"
"13332","4.05837563","0.0","0.246404","0.0","1","7","false","MYO9A","45.0","1","0","0","0.66018049","false","0","MYO9A","0","0.0"
"13334","3.05583756","0.03105413","0.32724252","0.00134953","45","6","false","TAF4","6.61538462","45","0","5","0.7715736","false","0","TAF4","977902","0.0372807"
"13336","3.06387479","0.01750327","0.32638409","0.0","44","6","false","MYO1C","6.90243902","44","0","3","0.77068058","false","0","MYO1C","1600254","0.05415082"
"13337","3.86971235","3.0572E-4","0.25841714","0.0","4","7","false","WRAP73","60.33333333","4","0","1","0.68114307","false","0","WRAP73","31922","0.35108481"
"13339","3.82360406","0.0","0.26153336","0.0","1","6","false","RAB8B","171.0","1","0","0","0.68626622","false","0","RAB8B","0","0.0"
"13341","4.02707276","1.978E-4","0.24831933","0.0","2","7","false","UBE2D2","34.0","2","0","0","0.66365858","false","0","UBE2D2","33492","0.5"
"13343","4.31895093","0.00965731","0.23153771","0.0","26","7","false","TNFAIP8","1.55","26","0","6","0.63122767","false","0","TNFAIP8","1005926","0.055"
"13344","3.85025381","0.0019453","0.25972314","0.0","3","6","false","INO80E","90.0","3","0","1","0.68330513","false","0","INO80E","180082","0.5"
"13346","3.30160745","0.00702152","0.30288277","0.02197802","15","6","false","PRKN","61.85714286","15","0","1","0.74426584","false","0","PRKN","768262","0.09377739"
"13347","3.17639594","0.0024516","0.31482221","0.0","8","6","false","SYT11","18.14285714","8","0","1","0.75817823","false","0","SYT11","122472","0.16806723"
"13349","4.14763113","0.0","0.24110148","0.0","1","7","false","CD36","10.0","1","0","0","0.65026321","false","0","CD36","0","0.0"
"13350","3.14805415","0.00614289","0.31765654","0.0","13","6","false","VLDLR","11.4","13","0","3","0.76132732","false","0","VLDLR","198080","0.10196078"
"13352","3.86717428","0.0","0.25858674","0.0","1","6","false","MT-CO2","160.0","1","0","0","0.68142508","false","0","MT-CO2","0","0.0"
"13353","2.86759729","0.09974856","0.348724","0.00353774","174","5","false","PSMA1","4.06875","174","0","14","0.79248919","false","0","PSMA1","9027134","0.01553819"
"13355","3.43866328","0.00342755","0.29081068","0.0","8","6","false","ARRB2","74.25","8","0","0","0.72903741","false","0","ARRB2","407164","0.15486258"
"13356","3.04399323","0.02761172","0.32851584","0.0013468","56","6","false","MAP1B","5.38181818","56","0","1","0.77288964","false","0","MAP1B","1938152","0.03549091"
"13359","2.89382403","0.05984608","0.34556351","0.00217822","106","5","false","DYNC1H1","5.86138614","106","0","5","0.78957511","false","0","DYNC1H1","5592160","0.02448422"
"13361","3.04526227","0.03921463","0.32837894","0.0","73","6","false","PRPF4","4.66666667","73","0","6","0.77274864","false","0","PRPF4","2441600","0.03459119"
"13363","3.19543147","0.0","0.31294678","0.0","1","6","false","LDLRAD4","102.0","1","0","0","0.75606317","false","0","LDLRAD4","0","0.0"
"13365","3.15989848","0.00650623","0.31646586","0.0","13","6","false","STAT4","9.53846154","13","0","0","0.76001128","false","0","STAT4","234904","0.08289768"
"13367","4.02918782","1.836E-5","0.24818898","0.0","2","7","false","GRK5","27.5","2","0","0","0.66342358","false","0","GRK5","2846","0.51960784"
"13369","3.15439932","0.02667363","0.31701757","0.00790514","24","6","false","SUMO2","48.7826087","24","0","1","0.7606223","false","0","SUMO2","2261318","0.05800611"
"13371","3.16243655","0.003536","0.31621188","0.0","7","5","false","ANGPT2","16.42857143","7","0","0","0.75972927","false","0","ANGPT2","130212","0.14979196"
"13373","3.16370558","0.0030969","0.31608504","0.0","10","6","false","TAZ","13.22222222","10","0","1","0.75958827","false","0","TAZ","167922","0.11866235"
"13375","4.00380711","0.0","0.24976228","0.0","1","6","false","LOC51035","63.0","1","0","0","0.66624365","false","0","LOC51035","0","0.0"
"13376","3.00423012","0.03391816","0.33286398","0.0015361","77","5","false","MAVS","3.82539683","77","0","14","0.77730776","false","0","MAVS","1462792","0.02387511"
"13378","4.16370558","0.0","0.24017068","0.0","2","7","false","PCBP3","21.0","2","0","1","0.64847716","false","0","PCBP3","0","0.0"
"13379","3.1641286","0.01051526","0.31604278","0.0","28","6","false","PTBP2","7.61904762","28","0","6","0.75954127","false","0","PTBP2","482246","0.06489262"
"13381","3.89340102","0.0","0.25684485","0.0","1","6","false","XRCC5","101.0","1","0","0","0.678511","false","0","XRCC5","0","0.0"
"13383","4.05837563","0.0","0.246404","0.0","1","7","false","KLHL15","45.0","1","0","0","0.66018049","false","0","KLHL15","0","0.0"
"13385","4.16370558","0.0","0.24017068","0.0","1","7","false","PUF60","21.0","1","0","0","0.64847716","false","0","PUF60","0","0.0"
"13387","4.03299492","2.1263E-4","0.24795469","0.0","3","7","false","RBM4","30.0","3","0","1","0.66300056","false","0","RBM4","32474","0.5"
"13389","4.071489","2.212E-5","0.24561039","0.0","3","7","false","MATR3","20.5","3","0","1","0.65872344","false","0","MATR3","2984","0.52702703"
"13391","3.96615905","5.757E-5","0.25213311","0.0","2","7","false","HNRPD","50.0","2","0","0","0.67042677","false","0","HNRPD","5526","0.51578947"
"13393","3.19204738","0.00338195","0.31327856","0.0","5","6","false","NDUFAB1","21.2","5","0","0","0.75643918","false","0","NDUFAB1","91140","0.2"
"13394","4.19162437","0.0","0.238571","0.0","1","7","false","NT5C3A","5.0","1","0","0","0.64537507","false","0","NT5C3A","0","0.0"
"13396","4.16370558","0.0","0.24017068","0.0","2","7","false","TOM1","21.0","2","0","1","0.64847716","false","0","TOM1","0","0.0"
"13398","3.79737733","5.1648E-4","0.26333965","0.0","5","6","false","FUS","39.6","5","0","0","0.6891803","false","0","FUS","55922","0.22312139"
"13401","4.16370558","0.0","0.24017068","0.0","2","7","false","RBM10","21.0","2","0","1","0.64847716","false","0","RBM10","0","0.0"
"13403","4.02876481","4.872E-5","0.24821504","0.0","2","7","false","KAT5","31.0","2","0","0","0.66347058","false","0","KAT5","2644","0.51724138"
"13405","4.1214044","0.0","0.24263574","0.0","1","7","false","CHFR","29.0","1","0","0","0.65317729","false","0","CHFR","0","0.0"
"13407","3.37648054","0.01187596","0.29616637","0.0","17","6","false","SUMO1","49.625","17","0","1","0.73594661","false","0","SUMO1","1370162","0.07730525"
"13410","3.19373942","9.5247E-4","0.31311258","0.0","3","6","false","ENOPH1","35.33333333","3","0","0","0.75625118","false","0","ENOPH1","29504","0.33993399"
"13412","3.11928934","0.01341423","0.32058584","0.0","26","6","false","MSX1","8.30434783","26","0","3","0.76452341","false","0","MSX1","818902","0.06956522"
"13414","3.79314721","0.0","0.26363332","1.0","2","6","false","PSMB1","130.0","2","0","0","0.68965031","false","0","PSMB1","0","0.60747664"
"13415","2.857022","0.05696757","0.35001481","0.01090909","107","5","false","PSMD1","7.33","107","0","7","0.79366422","false","0","PSMD1","3912716","0.01874317"
"13417","3.18274112","8.9168E-4","0.31419458","0.0","3","5","false","SLC23A2","37.66666667","3","0","0","0.75747321","false","0","SLC23A2","30412","0.35947712"
"13420","3.03426396","0.02599728","0.32956922","0.01585624","52","5","false","CASP6","6.56818182","52","0","7","0.77397067","false","0","CASP6","1161492","0.03754315"
"13421","3.63832487","6.7743E-4","0.27485176","0.0","5","6","false","TRAF1","103.33333333","5","0","2","0.70685279","false","0","TRAF1","78504","0.34807256"
"13423","3.9894247","0.0","0.25066271","0.0","1","7","false","DCAF1","62.0","1","0","0","0.6678417","false","0","DCAF1","0","0.0"
"13426","3.11294416","0.0047178","0.3212393","0.0","14","6","false","P4HA1","12.78571429","14","0","0","0.76522843","false","0","P4HA1","439384","0.11118598"
"13428","4.06345178","0.0","0.24609619","0.0","1","7","false","PYCARD","41.0","1","0","0","0.65961647","false","0","PYCARD","0","0.0"
"13430","4.26649746","4.6243E-4","0.2343843","0.0","2","7","false","AMOT","46.5","2","0","0","0.63705584","false","0","AMOT","8090","0.5"
"13431","3.79230118","0.00167989","0.26369214","0.0","7","7","false","MTCL1","8.42857143","7","0","0","0.68974431","false","0","MTCL1","28578","0.14565826"
"13433","3.85829103","0.00239506","0.25918211","0.0","5","6","false","PRMT1","46.66666667","5","0","2","0.68241211","false","0","PRMT1","228904","0.33578431"
"13435","3.17766497","0.00143445","0.31469649","0.0","5","6","false","MTPAP","22.4","5","0","0","0.75803723","false","0","MTPAP","76922","0.20980392"
"13437","6.16285956","0.0","0.16226234","0.0","1","8","false","PDGFB","4.0","1","0","0","0.42634894","false","0","PDGFB","0","0.0"
"13438","5.16328257","0.002537","0.19367524","0.0","4","7","false","LYVE1","1.5","4","0","0","0.53741305","false","0","LYVE1","89010","0.25"
"13441","2.97884941","0.02736136","0.33570009","0.0","55","5","false","UCHL1","6.28301887","55","0","2","0.78012784","false","0","UCHL1","2418078","0.04634227"
"13443","3.88409475","2.5317E-4","0.25746025","0.0","3","6","false","KCNIP3","72.5","3","0","1","0.67954503","false","0","KCNIP3","21940","0.51071429"
"13445","3.107022","0.01076979","0.3218516","0.0","31","6","false","MRPS22","10.43333333","31","0","1","0.76588644","false","0","MRPS22","1357520","0.08654434"
"13447","4.00380711","0.0","0.24976228","0.0","1","6","false","PCBP2","63.0","1","0","0","0.66624365","false","0","PCBP2","0","0.0"
"13450","4.00380711","0.0","0.24976228","0.0","2","6","false","TMEM173","63.0","2","0","1","0.66624365","false","0","TMEM173","0","0.0"
"13452","3.93358714","2.2385E-4","0.25422088","0.0","2","6","false","EIF2AK2","56.5","2","0","0","0.67404587","false","0","EIF2AK2","8486","0.50917431"
"13454","4.00380711","0.0","0.24976228","0.0","1","6","false","MIB2","63.0","1","0","0","0.66624365","false","0","MIB2","0","0.0"
"13456","4.00380711","0.0","0.24976228","0.0","1","6","false","HECTD3","63.0","1","0","0","0.66624365","false","0","HECTD3","0","0.0"
"13458","3.32021997","0.00635392","0.30118486","0.01904762","15","6","false","NEDD8","53.53333333","15","0","0","0.74219778","false","0","NEDD8","699850","0.08571429"
"13459","3.17639594","9.261E-4","0.31482221","0.0","5","6","false","IMP4","30.8","5","0","0","0.75817823","false","0","IMP4","66814","0.28932039"
"13462","3.79314721","0.0","0.26363332","1.0","2","6","false","PSMB4","130.0","2","0","0","0.68965031","false","0","PSMB4","0","0.60747664"
"13464","3.98857868","1.4977E-4","0.25071588","0.0","2","7","false","USP39","55.5","2","0","0","0.6679357","false","0","USP39","8148","0.51415094"
"13466","4.06810491","0.0","0.2458147","0.0","1","7","false","MAP3K11","45.0","1","0","0","0.65909945","false","0","MAP3K11","0","0.0"
"13469","3.10109983","0.00624121","0.32246624","0.0","15","5","false","SLC9A1","9.8","15","0","0","0.76654446","false","0","SLC9A1","305226","0.08301887"
"13471","3.07952623","0.03085336","0.32472527","0.0","56","5","false","SMAD6","4.07843137","56","0","5","0.76894153","false","0","SMAD6","1469902","0.02877039"
"13473","3.60152284","6.8926E-4","0.27766032","0.33333333","3","6","false","PSME1","143.66666667","3","0","0","0.71094191","false","0","PSME1","82420","0.39377289"
"13475","3.82360406","0.0","0.26153336","0.0","1","6","false","ARPC1B","171.0","1","0","0","0.68626622","false","0","ARPC1B","0","0.0"
"13477","3.82360406","0.0","0.26153336","0.0","1","6","false","CCP110","171.0","1","0","0","0.68626622","false","0","CCP110","0","0.0"
"13479","3.82360406","0.0","0.26153336","0.0","1","6","false","SMG1","171.0","1","0","0","0.68626622","false","0","SMG1","0","0.0"
"13481","4.34560068","0.0019295","0.23011778","0.0","9","7","false","TBX6","2.85714286","9","0","2","0.62826659","false","0","TBX6","212626","0.1547619"
"13483","4.03510998","3.7933E-4","0.24782472","0.0","4","7","false","MEOX2","21.0","4","0","1","0.66276556","false","0","MEOX2","59644","0.33898305"
"13485","3.66666667","9.9113E-4","0.27272727","0.0","4","6","false","BAG2","88.75","4","0","0","0.7037037","false","0","BAG2","97660","0.27507837"
"13487","3.65482234","1.7141E-4","0.27361111","0.0","2","6","false","CAD","135.5","2","0","0","0.70501974","false","0","CAD","28378","0.52745098"
"13489","3.70473773","3.4392E-4","0.26992464","0.0","3","6","false","CCT2","91.33333333","3","0","0","0.69947359","false","0","CCT2","32348","0.36133333"
"13492","3.82360406","0.0","0.26153336","0.0","1","6","false","RPS18","171.0","1","0","0","0.68626622","false","0","RPS18","0","0.0"
"13494","3.82360406","0.0","0.26153336","0.0","1","6","false","DSC1","171.0","1","0","0","0.68626622","false","0","DSC1","0","0.0"
"13496","3.82360406","0.0","0.26153336","0.0","1","6","false","RPL17-C18orf32","171.0","1","0","0","0.68626622","false","0","RPL17-C18orf32","0","0.0"
"13498","3.82360406","0.0","0.26153336","0.0","1","6","false","H2AFV","171.0","1","0","0","0.68626622","false","0","H2AFV","0","0.0"
"13500","3.66624365","0.00114948","0.27275874","0.0","4","6","false","HNRNPU","88.75","4","0","0","0.70375071","false","0","HNRNPU","102496","0.27421875"
"13502","3.80668359","0.00184985","0.26269586","0.0","2","6","false","HSPA9","95.5","2","0","0","0.68814627","false","0","HSPA9","140728","0.5"
"13504","3.75549915","0.00126327","0.26627619","0.0","3","6","false","HSPD1","81.33333333","3","0","0","0.69383343","false","0","HSPD1","152854","0.34927536"
"13506","3.7322335","4.9564E-4","0.26793608","0.0","3","6","false","IRS4","89.0","3","0","0","0.6964185","false","0","IRS4","51898","0.34645669"
"13508","3.82360406","0.0","0.26153336","0.0","1","6","false","LAMA3","171.0","1","0","0","0.68626622","false","0","LAMA3","0","0.0"
"13510","3.71023689","2.746E-4","0.26952457","0.0","2","6","false","LONP1","136.0","2","0","0","0.69886257","false","0","LONP1","26480","0.51526718"
"13512","3.82360406","0.0","0.26153336","0.0","1","6","false","PKP1","171.0","1","0","0","0.68626622","false","0","PKP1","0","0.0"
"13514","3.82360406","0.0","0.26153336","0.0","1","6","false","RPL13A","171.0","1","0","0","0.68626622","false","0","RPL13A","0","0.0"
"13516","3.82360406","0.0","0.26153336","0.0","1","6","false","RPL26L1","171.0","1","0","0","0.68626622","false","0","RPL26L1","0","0.0"
"13518","3.82360406","0.0","0.26153336","0.0","1","6","false","RPL31","171.0","1","0","0","0.68626622","false","0","RPL31","0","0.0"
"13520","3.82360406","0.0","0.26153336","0.0","1","6","false","RPL7","171.0","1","0","0","0.68626622","false","0","RPL7","0","0.0"
"13522","3.82360406","0.0","0.26153336","0.0","1","6","false","RPS17","171.0","1","0","0","0.68626622","false","0","RPS17","0","0.0"
"13524","3.82360406","0.0","0.26153336","0.0","1","6","false","TIMM13","171.0","1","0","0","0.68626622","false","0","TIMM13","0","0.0"
"13526","3.82360406","0.0","0.26153336","0.0","1","6","false","UNC5B","171.0","1","0","0","0.68626622","false","0","UNC5B","0","0.0"
"13528","3.80626058","3.6504E-4","0.26272505","0.0","2","6","false","OLA1","96.5","2","0","0","0.68819327","false","0","OLA1","17062","0.50263158"
"13530","4.00634518","0.0","0.24960405","0.0","1","6","false","ELSPBP1","51.0","1","0","0","0.66596165","false","0","ELSPBP1","0","0.0"
"13532","3.1751269","0.01339151","0.31494804","0.01666667","16","6","false","EGFR","56.625","16","0","0","0.75831923","false","0","EGFR","1164108","0.07916667"
"13534","3.7677665","3.0602E-4","0.26540923","0.0","4","6","false","RASSF1","113.0","4","0","2","0.69247039","false","0","RASSF1","22666","0.50909091"
"13536","3.82360406","0.0","0.26153336","0.0","1","6","false","CSN3","171.0","1","0","0","0.68626622","false","0","CSN3","0","0.0"
"13538","3.77368866","8.7005E-4","0.26499271","0.0","2","6","false","CTBP1","111.0","2","0","0","0.69181237","false","0","CTBP1","42716","0.50228311"
"13541","2.99407783","0.02750287","0.33399265","5.2882E-4","74","5","false","AIFM1","7.56451613","73","0","10","0.7784358","false","1","AIFM1","2738662","0.04097375"
"13543","3.19120135","1.0131E-4","0.31336161","0.0","3","6","false","PTDSS1","39.66666667","3","0","0","0.75653318","false","0","PTDSS1","17768","0.37908497"
"13545","3.99365482","0.0","0.2503972","0.0","1","6","false","CPOX","62.0","1","0","0","0.66737169","false","0","CPOX","0","0.0"
"13548","3.14805415","0.01228445","0.31765654","0.0","22","6","false","ACAT2","7.54545455","22","0","0","0.76132732","false","0","ACAT2","595448","0.06293706"
"13550","3.01395939","0.04222043","0.33178947","0.00347222","74","6","false","JMJD6","4.15625","74","0","10","0.77622673","false","0","JMJD6","1287290","0.02327128"
"13552","3.16455161","0.00671313","0.31600053","0.0","13","6","false","PITPNA","10.61538462","13","0","0","0.75949427","false","0","PITPNA","284380","0.09335325"
"13554","3.76565144","8.2528E-4","0.2655583","0.0","3","6","false","CDA","86.33333333","3","0","0","0.6927054","false","0","CDA","284470","0.35854342"
"13555","3.12267343","0.00873168","0.32023842","0.0","14","6","false","PLEKHB2","9.30769231","14","0","1","0.7641474","false","0","PLEKHB2","340922","0.07912088"
"13557","4.09010152","8.844E-5","0.24449271","0.0","2","7","false","C1orf94","10.0","2","0","0","0.65665539","false","0","C1orf94","10210","0.5"
"13559","4.05541455","0.0","0.24658392","0.0","1","7","false","KAT2A","39.0","1","0","0","0.66050949","false","0","KAT2A","0","0.0"
"13563","3.19120135","0.00372278","0.31336161","0.0","10","6","false","SEZ6L2","18.0","10","0","4","0.75653318","false","0","SEZ6L2","108160","0.16831683"
"13565","2.97038917","0.02998193","0.33665622","0.01190476","64","6","false","SDHA","9.171875","64","0","0","0.78106787","false","0","SDHA","1743094","0.03250718"
"13569","3.9784264","0.0","0.25135566","0.0","1","6","false","ADRA2A","53.0","1","0","0","0.66906373","false","0","ADRA2A","0","0.0"
