"Gene.symbol","Cell.type","SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","Stress","TopologicalCoefficient","PDMalacards","DEG"
"DYRK4",NA,14563,4.12394247,0,0.24248641,0,1,7,"false","DYRK4",44,1,0,0,0.65289528,"false",0,0,0,FALSE,FALSE
"E2F1",NA,14543,4.01311337,0,0.24918309,0,1,6,"false","E2F1",80,1,0,0,0.66520963,"false",0,0,0,FALSE,FALSE
"E2F2",NA,15311,4.01311337,0,0.24918309,0,1,6,"false","E2F2",80,1,0,0,0.66520963,"false",0,0,0,FALSE,FALSE
"E2F3",NA,14548,4.01311337,0,0.24918309,0,1,6,"false","E2F3",80,1,0,0,0.66520963,"false",0,0,0,FALSE,FALSE
"E2F4",NA,17348,4.01311337,0,0.24918309,0,2,6,"false","E2F4",80,2,0,1,0.66520963,"false",0,0,0,FALSE,FALSE
"E2F5",NA,14306,4.01311337,0,0.24918309,0,2,6,"false","E2F5",80,2,0,1,0.66520963,"false",0,0,0,FALSE,FALSE
"EAPP",NA,16527,3.1928934,0.002537,0.31319555,0,5,6,"false","EAPP",26.25,5,0,1,0.75634518,"false",0,68358,0.25,FALSE,TRUE
"ECD",NA,16403,3.85659898,0,0.25929582,0,1,6,"false","ECD",100,1,0,0,0.68260011,"false",0,0,0,FALSE,FALSE
"ECPAS",NA,16277,3.85659898,0,0.25929582,0,1,6,"false","ECPAS",100,1,0,0,0.68260011,"false",0,0,0,FALSE,FALSE
"ECSIT",NA,14566,3.9035533,0.00027127,0.25617685,0,3,6,"false","ECSIT",62,3,0,1,0.67738297,"false",0,14852,0.50413223,FALSE,FALSE
"EDARADD",NA,13754,4.60448393,0,0.2171796,0,2,8,"false","EDARADD",86,2,0,1,0.59950179,"false",0,0,0,FALSE,FALSE
"EED",NA,13922,3.74957699,0.00090202,0.26669675,0,6,6,"false","EED",46.16666667,6,0,0,0.69449145,"false",0,95226,0.20074074,FALSE,FALSE
"EEF1A1",NA,13632,3.66666667,0.00075335,0.27272727,0,4,6,"false","EEF1A1",64,4,0,0,0.7037037,"false",0,86900,0.26359833,FALSE,FALSE
"EEF1AKMT3",NA,16162,3.82191201,0.00014415,0.26164914,0,2,6,"false","EEF1AKMT3",92,2,0,0,0.68645422,"false",0,18728,0.52,FALSE,FALSE
"EEF1D",NA,18050,1.875,0,0.53333333,0,1,2,"false","EEF1D",8,1,0,0,0.5625,"false",0,0,0,FALSE,FALSE
"EEF1G",NA,17035,3.98519459,7.381e-05,0.25092878,0,2,6,"false","EEF1G",33.5,2,0,0,0.66831171,"false",0,27680,0.53278689,FALSE,FALSE
"EEF2",NA,15960,3.94162437,0.00062322,0.25370251,0,2,7,"false","EEF2",57,2,0,0,0.67315285,"false",0,110474,0.5,FALSE,FALSE
"EFHD1",NA,17229,4.11632826,0,0.24293495,0,1,7,"false","EFHD1",39,1,0,0,0.6537413,"false",0,0,0,FALSE,FALSE
"EFNA4",NA,13235,5,0.00591465,0.2,0,11,7,"false","EFNA4",1.125,11,0,3,0.55555556,"false",0,246596,0.125,FALSE,TRUE
"EFTUD2",NA,15087,4.13663283,0,0.24174251,0,1,7,"false","EFTUD2",28,1,0,0,0.65148524,"false",0,0,0,FALSE,FALSE
"EGFR",NA,13532,3.1751269,0.01339151,0.31494804,0.01666667,16,6,"false","EGFR",56.625,16,0,0,0.75831923,"false",0,1164108,0.07916667,FALSE,FALSE
"EHD1",NA,17572,3.99788494,0,0.25013226,0,1,6,"false","EHD1",82,1,0,0,0.66690167,"false",0,0,0,FALSE,FALSE
"EHMT2",NA,19008,3.86717428,0,0.25858674,0,1,6,"false","EHMT2",160,1,0,0,0.68142508,"false",0,0,0,FALSE,FALSE
"EIF2AK2",NA,13452,3.93358714,0.00022385,0.25422088,0,2,6,"false","EIF2AK2",56.5,2,0,0,0.67404587,"false",0,8486,0.50917431,FALSE,FALSE
"EIF2AK4",NA,18640,4.04737733,0,0.24707358,0,1,7,"false","EIF2AK4",78,1,0,0,0.66140252,"false",0,0,0,FALSE,FALSE
"EIF2B1",NA,14925,4.60448393,0,0.2171796,0,1,8,"false","EIF2B1",86,1,0,0,0.59950179,"false",0,0,0,FALSE,FALSE
"EIF2S1",NA,17945,4.03384095,0,0.24790268,0,1,6,"false","EIF2S1",44,1,0,0,0.66290656,"false",0,0,0,FALSE,FALSE
"EIF3G",NA,17996,3.86167513,7.316e-05,0.25895498,0,3,6,"false","EIF3G",41.5,3,0,1,0.6820361,"false",0,2826,0.50625,FALSE,FALSE
"EIF3K",NA,16044,3.89340102,0,0.25684485,0,1,6,"false","EIF3K",101,1,0,0,0.678511,"false",0,0,0,FALSE,FALSE
"EIF3S8",NA,13735,4.12309645,0,0.24253616,0,1,7,"false","EIF3S8",34,1,0,0,0.65298928,"false",0,0,0,FALSE,FALSE
"EIF4A1",NA,13862,3.92681895,2.565e-05,0.25465905,0,2,7,"false","EIF4A1",49.5,2,0,0,0.67479789,"false",0,4032,0.54494382,FALSE,FALSE
"EIF4A2",NA,19343,4.06345178,0,0.24609619,0,1,7,"false","EIF4A2",41,1,0,0,0.65961647,"false",0,0,0,FALSE,FALSE
"EIF4H",NA,13900,3.98011844,0,0.2512488,0,1,7,"false","EIF4H",79,1,0,0,0.66887573,"false",0,0,0,FALSE,FALSE
"EIF5A2",NA,16482,4.16370558,0,0.24017068,0,1,7,"false","EIF5A2",21,1,0,0,0.64847716,"false",0,0,0,FALSE,FALSE
"EIF6",NA,13927,3.96150592,0.00092783,0.25242926,0,2,6,"false","EIF6",36.5,2,0,0,0.67094379,"false",0,117014,0.5,FALSE,FALSE
"EL52",NA,18112,3.89424704,0.00036897,0.25678905,0,3,6,"false","EL52",42.66666667,3,0,0,0.678417,"false",0,122198,0.35014006,FALSE,FALSE
"ELAC2",NA,14417,4.13663283,0,0.24174251,0,1,7,"false","ELAC2",28,1,0,0,0.65148524,"false",0,0,0,FALSE,FALSE
"ELAVL1",NA,16475,4.16370558,0,0.24017068,0,1,7,"false","ELAVL1",21,1,0,0,0.64847716,"false",0,0,0,FALSE,FALSE
"ELK3",NA,17638,4.48181049,0,0.22312412,0,1,7,"false","ELK3",48,1,0,0,0.61313217,"false",0,0,0,FALSE,FALSE
"ELOB",NA,17062,3.9894247,0,0.25066271,0,1,7,"false","ELOB",62,1,0,0,0.6678417,"false",0,0,0,FALSE,FALSE
"ELOC",NA,15789,3.9894247,0,0.25066271,0,1,7,"false","ELOC",62,1,0,0,0.6678417,"false",0,0,0,FALSE,FALSE
"ELP1",NA,17285,3.89340102,0,0.25684485,0,1,6,"false","ELP1",101,1,0,0,0.678511,"false",0,0,0,FALSE,FALSE
"ELSPBP1",NA,13530,4.00634518,0,0.24960405,0,1,6,"false","ELSPBP1",51,1,0,0,0.66596165,"false",0,0,0,FALSE,FALSE
"EMD",NA,16466,3.91878173,0.00014278,0.25518135,0,2,6,"false","EMD",60.5,2,0,0,0.67569092,"false",0,22026,0.5173913,FALSE,FALSE
"ENDOG",NA,15149,3.99365482,0,0.2503972,0,1,6,"false","ENDOG",62,1,0,0,0.66737169,"false",0,0,0,FALSE,FALSE
"ENO1",NA,17041,4.43950931,0,0.22525012,0,1,8,"false","ENO1",38,1,0,0,0.6178323,"false",0,0,0,FALSE,FALSE
"ENOPH1",NA,13410,3.19373942,0.00095247,0.31311258,0,3,6,"false","ENOPH1",35.33333333,3,0,0,0.75625118,"false",0,29504,0.33993399,FALSE,TRUE
"EP300",NA,15758,3.88028765,0.00109154,0.25771285,0.1,5,6,"false","EP300",29.8,5,0,0,0.67996804,"false",0,156960,0.21791045,FALSE,FALSE
"EP400",NA,19038,4.10956007,0,0.24333505,0,1,7,"false","EP400",38,1,0,0,0.65449333,"false",0,0,0,FALSE,FALSE
"EPAS1",NA,14830,3.85659898,0,0.25929582,0,1,6,"false","EPAS1",100,1,0,0,0.68260011,"false",0,0,0,FALSE,FALSE
"EPB41",NA,14818,3.60998308,0.00226501,0.27700961,0,6,6,"false","EPB41",79.6,6,0,1,0.71000188,"false",0,337072,0.21534247,FALSE,FALSE
"EPB41L1",NA,15731,3.9894247,0,0.25066271,0,1,7,"false","EPB41L1",62,1,0,0,0.6678417,"false",0,0,0,FALSE,FALSE
"EPHA2",NA,13234,4.00634518,0.00674814,0.24960405,0,3,6,"false","EPHA2",44,3,0,1,0.66596165,"false",0,281760,0.5,FALSE,FALSE
"EPHA4",NA,17364,5.99957699,0,0.16667842,0,2,8,"false","EPHA4",8,2,0,1,0.44449145,"false",0,0,0,FALSE,FALSE
"EPHA6",NA,13243,5.99957699,0,0.16667842,0,1,8,"false","EPHA6",8,1,0,0,0.44449145,"false",0,0,0,FALSE,FALSE
"EPHA8",NA,17875,5.99957699,0,0.16667842,0,1,8,"false","EPHA8",8,1,0,0,0.44449145,"false",0,0,0,FALSE,FALSE
"EPHB2",NA,18996,4.01311337,0,0.24918309,0,1,6,"false","EPHB2",80,1,0,0,0.66520963,"false",0,0,0,FALSE,FALSE
"EPN1",NA,15710,4.12225042,0,0.24258594,0,1,7,"false","EPN1",13,1,0,0,0.65308329,"false",0,0,0,FALSE,FALSE
"EPPK1",NA,14260,3.81895093,0.00026821,0.26185202,0,2,6,"false","EPPK1",79,2,0,0,0.68678323,"false",0,20664,0.50980392,FALSE,FALSE
"EPRS",NA,15335,4.09602369,6.829e-05,0.24413921,0,2,6,"false","EPRS",19.5,2,0,0,0.65599737,"false",0,12442,0.5,FALSE,FALSE
"EPS15",NA,13310,3.8819797,2.946e-05,0.25760052,0,2,6,"false","EPS15",57.5,2,0,0,0.67978003,"false",0,3508,0.51363636,FALSE,FALSE
"EPS15L1",NA,16855,4.04483926,0,0.24722861,0,1,7,"false","EPS15L1",66,1,0,0,0.66168453,"false",0,0,0,FALSE,FALSE
"ERAL1",NA,16889,4.15566836,0,0.24063518,0,1,7,"false","ERAL1",7,1,0,0,0.64937018,"false",0,0,0,FALSE,FALSE
"ERBB2",NA,13938,3.83079526,0.00068241,0.2610424,0,4,6,"false","ERBB2",48.5,4,0,0,0.68546719,"false",0,82962,0.26388889,FALSE,FALSE
"ERBIN",NA,17279,4.18739425,0,0.238812,0,2,7,"false","ERBIN",9,2,0,1,0.64584508,"false",0,0,0,FALSE,FALSE
"ERCC2",NA,17405,3.94204738,0.00012648,0.25367529,0,3,6,"false","ERCC2",58,3,0,1,0.67310585,"false",0,42492,0.51818182,FALSE,FALSE
"ERCC3",NA,17403,4.43950931,0,0.22525012,0,2,8,"false","ERCC3",38,2,0,1,0.6178323,"false",0,0,0,FALSE,FALSE
"ERCC4",NA,17495,4.43950931,0,0.22525012,0,1,8,"false","ERCC4",38,1,0,0,0.6178323,"false",0,0,0,FALSE,FALSE
"ERCC6",NA,16137,3.9894247,0,0.25066271,0,1,7,"false","ERCC6",62,1,0,0,0.6678417,"false",0,0,0,FALSE,FALSE
"ERCC8",NA,13806,3.9894247,0,0.25066271,0,1,7,"false","ERCC8",62,1,0,0,0.6678417,"false",0,0,0,FALSE,FALSE
"ERN1",NA,16172,3.9784264,0,0.25135566,0,1,6,"false","ERN1",53,1,0,0,0.66906373,"false",0,0,0,FALSE,FALSE
"ESD",NA,15776,4.07106599,0,0.24563591,0,1,7,"false","ESD",20,1,0,0,0.65877045,"false",0,0,0,FALSE,FALSE
"ESR1",NA,17550,3.97588832,0.00012421,0.25151612,0,2,6,"false","ESR1",53.5,2,0,0,0.66934574,"false",0,8150,0.50970874,FALSE,FALSE
"ESR2",NA,15106,4.04187817,1.055e-05,0.24740973,0,2,7,"false","ESR2",32.5,2,0,0,0.66201354,"false",0,2910,0.58333333,FALSE,FALSE
"ETV5",NA,14436,4.19077834,0,0.23861916,0,2,7,"false","ETV5",6,2,0,1,0.64546907,"false",0,0,0,FALSE,FALSE
"ETV6",NA,18833,4.60448393,0,0.2171796,0,1,8,"false","ETV6",86,1,0,0,0.59950179,"false",0,0,0,FALSE,FALSE
"EWSR1",NA,14025,4.02030457,0.00026144,0.24873737,0,4,7,"false","EWSR1",26,4,0,1,0.6644106,"false",0,26898,0.34722222,FALSE,FALSE
"EXOC2",NA,15097,4.14593909,0,0.24119988,0,1,7,"false","EXOC2",12,1,0,0,0.65045121,"false",0,0,0,FALSE,FALSE
"EXOC8",NA,15778,4.14593909,0,0.24119988,0,1,7,"false","EXOC8",12,1,0,0,0.65045121,"false",0,0,0,FALSE,FALSE
"EXOSC1",NA,13259,4.14593909,0,0.24119988,0,2,7,"false","EXOSC1",27,2,0,1,0.65045121,"false",0,0,0,FALSE,FALSE
"EXOSC2",NA,15686,4.14593909,0,0.24119988,0,2,7,"false","EXOSC2",27,2,0,1,0.65045121,"false",0,0,0,FALSE,FALSE
"EXOSC3",NA,17340,4.08544839,1.277e-05,0.24477117,0,2,7,"false","EXOSC3",31,2,0,0,0.6571724,"false",0,1000,0.56603774,FALSE,FALSE
"EXOSC4",NA,13254,4.14593909,0,0.24119988,0,3,7,"false","EXOSC4",27,3,0,1,0.65045121,"false",0,0,0,FALSE,FALSE
"EXOSC5",NA,14327,4.08544839,1.277e-05,0.24477117,0,3,7,"false","EXOSC5",31,3,0,1,0.6571724,"false",0,1000,0.56603774,FALSE,FALSE
"EXOSC6",NA,17775,4.14593909,0,0.24119988,0,1,7,"false","EXOSC6",27,1,0,0,0.65045121,"false",0,0,0,FALSE,FALSE
"EXOSC7",NA,17326,4.08544839,1.277e-05,0.24477117,0,2,7,"false","EXOSC7",31,2,0,0,0.6571724,"false",0,1000,0.56603774,FALSE,FALSE
"EXOSC8",NA,17770,4.14593909,0,0.24119988,0,1,7,"false","EXOSC8",27,1,0,0,0.65045121,"false",0,0,0,FALSE,FALSE
"EXOSC9",NA,13253,3.1463621,0.0137909,0.31782737,0,35,6,"false","EXOSC9",8.55555556,35,0,7,0.76151532,"false",0,911360,0.07335491,FALSE,TRUE
"EZH2",NA,17698,4.12394247,0,0.24248641,0,2,7,"false","EZH2",44,2,0,1,0.65289528,"false",0,0,0,FALSE,FALSE
"FADD",NA,14519,4.00380711,0,0.24976228,0,1,6,"false","FADD",63,1,0,0,0.66624365,"false",0,0,0,FALSE,FALSE
"FAF2",NA,14481,4.00888325,0,0.24944603,0,1,6,"false","FAF2",61,1,0,0,0.66567964,"false",0,0,0,FALSE,FALSE
"FAM117B",NA,19647,4.90905245,0,0.2037053,0,1,8,"false","FAM117B",40,1,0,0,0.56566084,"false",0,0,0,FALSE,FALSE
"FAM122A",NA,16341,4.05837563,0,0.246404,0,1,7,"false","FAM122A",45,1,0,0,0.66018049,"false",0,0,0,FALSE,FALSE
"FAM129B",NA,15376,4.01522843,0,0.24905183,0,1,6,"false","FAM129B",35,1,0,0,0.66497462,"false",0,0,0,FALSE,FALSE
"FAM46A",NA,14317,3.89340102,0,0.25684485,0,2,6,"false","FAM46A",101,2,0,1,0.678511,"false",0,0,0,FALSE,FALSE
"FAM71C",NA,19387,4.90905245,0,0.2037053,0,1,8,"false","FAM71C",40,1,0,0,0.56566084,"false",0,0,0,FALSE,FALSE
"FAM9A",NA,16257,4.01353638,0,0.24915683,0,1,7,"false","FAM9A",64,1,0,0,0.66516262,"false",0,0,0,FALSE,FALSE
"FANCA",NA,14485,4.00888325,0,0.24944603,0,1,6,"false","FANCA",61,1,0,0,0.66567964,"false",0,0,0,FALSE,FALSE
"FANCC",NA,16830,4.00888325,0,0.24944603,0,2,6,"false","FANCC",61,2,0,1,0.66567964,"false",0,0,0,FALSE,FALSE
"FANCI",NA,17157,4.04695431,0,0.2470994,0,1,7,"false","FANCI",49,1,0,0,0.66144952,"false",0,0,0,FALSE,FALSE
"FAR1",NA,15201,3.97588832,0,0.25151612,0,1,6,"false","FAR1",58,1,0,0,0.66934574,"false",0,0,0,FALSE,FALSE
"FBL",NA,18559,4.06345178,0,0.24609619,0,1,7,"false","FBL",41,1,0,0,0.65961647,"false",0,0,0,FALSE,FALSE
"FBN1",NA,17966,1.66666667,0,0.6,0,1,2,"false","FBN1",3,1,0,0,0.66666667,"false",0,0,0,FALSE,FALSE
"FBN2",NA,18242,1.66666667,0,0.6,0,1,2,"false","FBN2",3,1,0,0,0.66666667,"false",0,0,0,FALSE,FALSE
"FBP1",NA,19414,6.09390863,0,0.16409829,0,1,9,"false","FBP1",7,1,0,0,0.43401015,"false",0,0,0,FALSE,FALSE
"FBXO17",NA,16788,3.9894247,0,0.25066271,0,1,7,"false","FBXO17",62,1,0,0,0.6678417,"false",0,0,0,FALSE,FALSE
"FBXO45",NA,15389,4.01522843,0,0.24905183,0,1,6,"false","FBXO45",35,1,0,0,0.66497462,"false",0,0,0,FALSE,FALSE
"FBXO6",NA,15848,3.35406091,0.0087858,0.29814605,0.02222222,10,6,"false","FBXO6",72.3,10,0,0,0.73843768,"false",0,1120526,0.11683007,FALSE,FALSE
"FBXW2",NA,14647,3.85786802,0.00956069,0.25921053,0,25,7,"false","FBXW2",3.52173913,25,0,2,0.68245911,"false",0,2473502,0.0741688,FALSE,TRUE
"FBXW4",NA,13993,3.9894247,0,0.25066271,0,1,7,"false","FBXW4",62,1,0,0,0.6678417,"false",0,0,0,FALSE,FALSE
"FBXW8",NA,14663,4.85744501,0,0.20586955,0,1,8,"false","FBXW8",23,1,0,0,0.571395,"false",0,0,0,FALSE,FALSE
"FECH",NA,17852,1,1,1,0,2,1,"false","FECH",1,2,0,0,1,"false",0,2,0,FALSE,TRUE
"FERD3L",NA,17548,4.48181049,0,0.22312412,0,1,7,"false","FERD3L",48,1,0,0,0.61313217,"false",0,0,0,FALSE,FALSE
"FFAR2",NA,16309,3.99788494,0,0.25013226,0,1,6,"false","FFAR2",82,1,0,0,0.66690167,"false",0,0,0,FALSE,FALSE
"FGD5",NA,16221,4.01353638,0,0.24915683,0,1,7,"false","FGD5",64,1,0,0,0.66516262,"false",0,0,0,FALSE,FALSE
"FGF3",NA,16242,3.82360406,0,0.26153336,0,1,6,"false","FGF3",171,1,0,0,0.68626622,"false",0,0,0,FALSE,FALSE
"FGFR1OP",NA,18088,4.80076142,0,0.20830029,0,1,8,"false","FGFR1OP",35,1,0,0,0.57769318,"false",0,0,0,FALSE,FALSE
"FH",NA,16330,4.14763113,0,0.24110148,0,1,7,"false","FH",22,1,0,0,0.65026321,"false",0,0,0,FALSE,FALSE
"FHL1",NA,14644,3.99407783,1.585e-05,0.25037068,0,3,7,"false","FHL1",14,3,0,1,0.66732469,"false",0,1426,0.52,FALSE,FALSE
"FHL2",NA,19163,4.90905245,0,0.2037053,0,1,8,"false","FHL2",40,1,0,0,0.56566084,"false",0,0,0,FALSE,FALSE
"FHL3",NA,19065,4.15566836,0,0.24063518,0,1,7,"false","FHL3",7,1,0,0,0.64937018,"false",0,0,0,FALSE,FALSE
"FHOD1",NA,17835,5.70219966,0,0.17537092,0,1,8,"false","FHOD1",8,1,0,0,0.47753337,"false",0,0,0,FALSE,FALSE
"FIGNL1",NA,14055,3.88705584,0,0.25726412,0,1,6,"false","FIGNL1",106,1,0,0,0.67921602,"false",0,0,0,FALSE,FALSE
"FKBP1A",NA,18545,4.07910321,0,0.24515192,0,1,6,"false","FKBP1A",51,1,0,0,0.65787742,"false",0,0,0,FALSE,FALSE
"FKBP4",NA,16669,4.04737733,0,0.24707358,0,1,7,"false","FKBP4",78,1,0,0,0.66140252,"false",0,0,0,FALSE,FALSE
"FKBP5",NA,13799,4.04737733,0,0.24707358,0,1,7,"false","FKBP5",78,1,0,0,0.66140252,"false",0,0,0,FALSE,FALSE
"FKBP8",NA,14658,3.73011844,0.00124491,0.268088,0.16666667,4,6,"false","FKBP8",83.25,4,0,0,0.69665351,"false",0,88988,0.29981884,FALSE,FALSE
"FKBPL",NA,18882,4.85744501,0,0.20586955,0,1,8,"false","FKBPL",23,1,0,0,0.571395,"false",0,0,0,FALSE,FALSE
"FLCN",NA,18394,5.09433164,0.00507077,0.1962966,0,7,8,"false","FLCN",1.14285714,7,0,0,0.54507426,"false",0,232530,0.14285714,FALSE,TRUE
"FLG",NA,14581,3.82360406,0,0.26153336,0,1,6,"false","FLG",171,1,0,0,0.68626622,"false",0,0,0,FALSE,FALSE
"FLNA",NA,14640,3.87182741,0,0.25827598,1,2,6,"false","FLNA",58,2,0,0,0.68090807,"false",0,0,0.53211009,FALSE,FALSE
"FLNC",NA,14935,3.87648054,0.00164225,0.25796595,0,2,6,"false","FLNC",60.5,2,0,0,0.68039105,"false",0,178374,0.5,FALSE,FALSE
"FLOT2",NA,16545,4.00380711,0,0.24976228,0,1,6,"false","FLOT2",63,1,0,0,0.66624365,"false",0,0,0,FALSE,FALSE
"FLT1",NA,14108,3.17089679,0.00878894,0.3153682,0.01818182,13,5,"false","FLT1",12.36363636,13,0,1,0.75878925,"false",0,361240,0.10790144,FALSE,TRUE
"FNTA",NA,19649,4.15736041,0,0.24053724,0,1,7,"false","FNTA",25,1,0,0,0.64918218,"false",0,0,0,FALSE,FALSE
"FOS",NA,19770,4.04357022,0,0.2473062,0,1,7,"false","FOS",55,1,0,0,0.66182553,"false",0,0,0,FALSE,FALSE
"FOXA1",NA,14370,4.19077834,0,0.23861916,0,2,7,"false","FOXA1",6,2,0,1,0.64546907,"false",0,0,0,FALSE,FALSE
"FOXH1",NA,18747,4.48181049,0,0.22312412,0,1,7,"false","FOXH1",48,1,0,0,0.61313217,"false",0,0,0,FALSE,FALSE
"FOXK1",NA,14601,3.86717428,0,0.25858674,0,1,6,"false","FOXK1",160,1,0,0,0.68142508,"false",0,0,0,FALSE,FALSE
"FOXR1",NA,19308,4.90905245,0,0.2037053,0,1,8,"false","FOXR1",40,1,0,0,0.56566084,"false",0,0,0,FALSE,FALSE
"FRMD6",NA,14615,4.01353638,0,0.24915683,0,1,7,"false","FRMD6",64,1,0,0,0.66516262,"false",0,0,0,FALSE,FALSE
"FSBP",NA,18428,3.86717428,0,0.25858674,0,1,6,"false","FSBP",160,1,0,0,0.68142508,"false",0,0,0,FALSE,FALSE
"FSCN1",NA,15494,3.99365482,0,0.2503972,0,1,6,"false","FSCN1",62,1,0,0,0.66737169,"false",0,0,0,FALSE,FALSE
"FTH1",NA,14135,4.60448393,0,0.2171796,0,1,8,"false","FTH1",86,1,0,0,0.59950179,"false",0,0,0,FALSE,FALSE
"FTSJ1",NA,18948,3.78468697,0.00059015,0.26422264,0,3,6,"false","FTSJ1",77.66666667,3,0,0,0.69059034,"false",0,54016,0.34379671,FALSE,FALSE
"FTSJ3",NA,15825,4.10871404,0,0.24338515,0,1,7,"false","FTSJ3",52,1,0,0,0.65458733,"false",0,0,0,FALSE,FALSE
"FUNDC1",NA,19067,4.15566836,0,0.24063518,0,1,7,"false","FUNDC1",7,1,0,0,0.64937018,"false",0,0,0,FALSE,FALSE
"FUS",NA,13398,3.79737733,0.00051648,0.26333965,0,5,6,"false","FUS",39.6,5,0,0,0.6891803,"false",0,55922,0.22312139,FALSE,FALSE
"FXN",NA,18894,3.96996616,0,0.25189132,0,1,7,"false","FXN",64,1,0,0,0.67000376,"false",0,0,0,FALSE,FALSE
"FXR2",NA,17807,4.04187817,0,0.24740973,0,1,7,"false","FXR2",57,1,0,0,0.66201354,"false",0,0,0,FALSE,FALSE
"FXYD1",NA,18277,4.12394247,0,0.24248641,0,1,7,"false","FXYD1",44,1,0,0,0.65289528,"false",0,0,0,FALSE,FALSE
"FXYD2",NA,17706,4.12394247,0,0.24248641,0,1,7,"false","FXYD2",44,1,0,0,0.65289528,"false",0,0,0,FALSE,FALSE
"FXYD7",NA,18287,4.12394247,0,0.24248641,0,1,7,"false","FXYD7",44,1,0,0,0.65289528,"false",0,0,0,FALSE,FALSE
"FYN",NA,18760,5.29399323,0,0.18889333,0,1,8,"false","FYN",6,1,0,0,0.52288964,"false",0,0,0,FALSE,FALSE
"FZD5",NA,16487,3.1391709,0.00892978,0.31855545,0,14,6,"false","FZD5",8.78571429,14,0,0,0.76231434,"false",0,280618,0.07486264,FALSE,TRUE
"GABARAPL2",NA,18783,3.6713198,0.00227853,0.27238161,0,4,6,"false","GABARAPL2",77.25,4,0,0,0.70318669,"false",0,184752,0.26113014,FALSE,FALSE
"GABRR1",NA,17793,4.04357022,0,0.2473062,0,1,7,"false","GABRR1",55,1,0,0,0.66182553,"false",0,0,0,FALSE,FALSE
"GABRR2",NA,18370,4.04357022,0,0.2473062,0,1,7,"false","GABRR2",55,1,0,0,0.66182553,"false",0,0,0,FALSE,FALSE
"GADD45G",NA,17837,4.18485618,0,0.23895684,0,1,7,"false","GADD45G",12,1,0,0,0.64612709,"false",0,0,0,FALSE,FALSE
"GAL3ST4",NA,17593,4.78891709,0,0.20881548,0,1,7,"false","GAL3ST4",5,1,0,0,0.57900921,"false",0,0,0,FALSE,TRUE
"GAN",NA,18683,4.04357022,0,0.2473062,0,1,7,"false","GAN",55,1,0,0,0.66182553,"false",0,0,0,FALSE,FALSE
"GANAB",NA,19131,4.46827411,0,0.22380006,0,1,7,"false","GANAB",43,1,0,0,0.61463621,"false",0,0,0,FALSE,FALSE
"GAPDH",NA,13789,3.74746193,0.00072128,0.26684727,0,4,6,"false","GAPDH",59.75,4,0,0,0.69472645,"false",0,135550,0.26704545,FALSE,FALSE
"GARS",NA,18110,5.24619289,0,0.19061442,0,1,8,"false","GARS",8,1,0,0,0.52820079,"false",0,0,0,FALSE,FALSE
"GAS7",NA,19013,4.60448393,0,0.2171796,0,1,8,"false","GAS7",86,1,0,0,0.59950179,"false",0,0,0,FALSE,FALSE
"GATA1",NA,15350,4.00634518,0,0.24960405,0,1,6,"false","GATA1",51,1,0,0,0.66596165,"false",0,0,0,FALSE,FALSE
"GATA2",NA,15896,4.00634518,0,0.24960405,0,1,6,"false","GATA2",51,1,0,0,0.66596165,"false",0,0,0,FALSE,FALSE
"GATA3",NA,17849,4.00634518,0,0.24960405,0,1,6,"false","GATA3",51,1,0,0,0.66596165,"false",0,0,0,FALSE,FALSE
"GATC",NA,14410,4.13663283,0,0.24174251,0,1,7,"false","GATC",28,1,0,0,0.65148524,"false",0,0,0,FALSE,FALSE
"GCM1",NA,14656,4.85744501,0,0.20586955,0,1,8,"false","GCM1",23,1,0,0,0.571395,"false",0,0,0,FALSE,FALSE
"GCN1",NA,18671,4.04695431,0,0.2470994,0,1,7,"false","GCN1",49,1,0,0,0.66144952,"false",0,0,0,FALSE,FALSE
"GEMIN4",NA,16699,4.04695431,0,0.2470994,0,1,7,"false","GEMIN4",49,1,0,0,0.66144952,"false",0,0,0,FALSE,FALSE
"GIPC1",NA,15625,3.94458545,7.178e-05,0.25351206,0,3,6,"false","GIPC1",61.5,3,0,1,0.67282384,"false",0,10816,0.53070175,FALSE,FALSE
"GIT1",NA,17210,4.10194585,0,0.24378674,0,3,6,"false","GIT1",17,3,0,1,0.65533935,"false",0,0,0,FALSE,FALSE
"GIT2",NA,14459,4.09771574,1.566e-05,0.2440384,0,2,7,"false","GIT2",19.5,2,0,0,0.65580936,"false",0,2082,0.52857143,FALSE,FALSE
"GLB1",NA,18266,4.00888325,0,0.24944603,0,1,6,"false","GLB1",61,1,0,0,0.66567964,"false",0,0,0,FALSE,FALSE
"GMCL2",NA,19451,4.65862944,0,0.21465541,0,1,8,"false","GMCL2",39,1,0,0,0.59348562,"false",0,0,0,FALSE,FALSE
"GMDS",NA,18843,4.60448393,0,0.2171796,0,1,8,"false","GMDS",86,1,0,0,0.59950179,"false",0,0,0,FALSE,FALSE
"GNAI1",NA,15165,3.9251269,0.00013672,0.25476883,0,2,6,"false","GNAI1",60,2,0,0,0.6749859,"false",0,36580,0.51754386,FALSE,FALSE
