,C_GSM208622.cel,C_GSM208623.cel,C_GSM208624.cel,P_GSM208625.cel,P_GSM208626.cel,P_GSM208627.cel,P_GSM208628.cel,P_GSM208629.cel
KCNAB2,131.3713353763,107.84991030941,93.1017250547864,63.474149835579,70.9922029378782,78.5613218467765,79.6004342029926,65.3095902893879
DDA1,123.428823797923,156.094263922508,163.113773047978,58.756373938773,100.753052714325,83.2457746492192,65.5084921781987,92.8989489275024
GRIA3,47.6026889399607,52.1434185701628,45.4479446478925,39.0541393671801,38.3894490801846,35.831122759874,34.6001625412533,36.7816163248845
CDK16,143.966857400434,200.681165041442,199.436028783205,132.494807697914,109.515919121496,85.6363075695511,99.9879493095077,108.338575855931
SCN3B,263.909277797528,388.140794750669,410.496777797528,177.775090560237,167.312106807326,146.35823162616,156.229376887847,256.948837651363
BAI2,270.225990520247,437.159593252905,439.870091266512,240.729956847424,203.78178205869,157.693870534545,154.259277797643,213.959277797527
SIRPA,125.559278321052,125.639556127936,150.880937099623,97.7471075968148,99.7177782259741,75.9714273596005,71.0906111438672,89.301676405518
SOX9,114.400701922468,133.036102470902,178.87172423568,312.153440261688,196.731415303595,296.549058971538,279.06682706309,225.352757264551
RANGAP1,272.286768467132,220.406539043532,245.93961146436,129.98377675177,157.209277797573,103.608138232319,100.400036943486,178.342918656233
DGCR2,125.323282472718,122.521008212587,125.382487344201,101.638682015888,97.3638773260637,95.4348032522384,96.8704481498797,104.06367661064
GLIPR1,86.2027513748126,111.298002755284,94.792499995304,121.982906863423,148.634220623923,176.577401689784,144.292233547016,148.796541574787
KCNE4,15.6186263272548,15.0149363964737,16.2271484094848,24.926062875392,19.0560416663881,19.945243007629,24.4791618177618,23.2281210351277
CTBP2,247.674638900079,220.61632109567,238.738014744999,335.180775565223,341.091683356912,305.509584050815,338.847930622968,278.04937450994
CRIP2,302.897049626332,284.820816952362,337.239902482509,192.715423145317,250.966233447151,187.697323091831,159.928975238012,207.45319472591
SIDT1,42.4785975004273,38.5263936795058,40.2298104670462,32.4009580183395,27.5082037498237,24.3996720096836,28.2034579096348,31.8342348913885
ZNF148,126.512535867612,151.427096553911,141.592665701948,238.226528813188,224.571257178744,206.232833510784,261.134277797527,168.873554534268
KCNJ4,33.0901193978439,31.7213294767191,34.7783268399666,24.8546730870311,24.4358430888403,17.9914063888416,18.1764722865326,24.0019519906277
PORCN,169.354005222064,153.386677304727,199.547965215466,127.478374025804,130.721777930516,109.745938670057,112.262343409901,131.09677791469
MEF2C,116.954481136709,165.303364000381,123.905332288309,97.437147046785,89.1226783868517,82.5334360623003,89.7044486650999,96.7480033542895
BBX,54.0048200082086,76.2707148951355,52.0986954792523,106.652123348155,87.5485011456725,136.471777823556,121.304383738927,88.862861740041
